title,price,published,acreage,address,latitude,longitude
Nhà trọ chất lượng - Gần cầu Bà Hom - Bình Tân - Giá 1.5tr/phòng,1.5,22/03/2020,25.0,"Đường Nguyễn Cửu Phú, Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh",10.7387199,106.582497
"Phòng trọ 2pn cao cấp đầy đủ nội thất, giá rẻ",3.0,05/06/2020,35.0,"Đường Tỉnh Lộ 10, Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh",10.756233510832445,106.59192093395403
Cho thuê phòng trọ đầy đủ nội thất 30m2 quận Bình Tân,4.0,19/05/2020,30.0,"933/4 Đường số 38, Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh",10.7540567,106.6053196
PHÒNG BIỆT THỰ KHU DÂN CƯ KHANG AN,1.3,06/07/2020,20.0,"Phố Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh",10.726383342690628,106.59173632220327
"Cần share lại PN nhỏ trong chung cư 2PN Vision, Bình Tân",2.5,31/07/2020,9.0,"91 Phố Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh",10.7248235,106.5957839
PHÒNG TRỌ QUẬN 5 GẦN CHỢ HÒA BÌNH,3.5,20/08/2020,20.0,"117 Đường Nghĩa Thục, Phường 5, Quận 5, Hồ Chí Minh",10.7521556,106.6734742
"CHO THUÊ NHÀ GIÁ RẺ QUẬN 5, RỘNG RÃI THOÁNG MÁT.",6.0,03/08/2020,80.0,"60 Đường Bùi Hữu Nghĩa, Phường 5, Quận 5, Hồ Chí Minh",10.753185478000034,106.67492360200004
Cho thuê phòng trọ quận 5 Trần Tuấn Khải gần chợ Hòa Bình.,4.0,07/08/2020,30.0,"65 Đường Trần Tuấn Khải, Phường 5, Quận 5, Hồ Chí Minh",10.750619980999833,106.67487450099675
Còn Phòng Trọ Cho Công Nhân Mướn Giá Bình Dân,1.000002,07/09/2015,12.0,"2, Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh",10.751956689000053,106.58530910800005
Cho Thuê Phòng Trọ Cao Đạt P1 Quận 5,4.0,17/04/2021,22.0,"239 Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",10.754141557000025,106.68229944600006
Cho Thuê Phòng Trọ Cao Đạt Phường 1 Quận 5 TP HCM,4.0,17/04/2021,20.0,"239 Đường Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",10.754141557000025,106.68229944600006
Cho thuê phòng trọ cao cấp tiện nghi đầy đủ nội thất tại Quận 5,3.0,26/06/2021,25.0,"188 Đường Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",10.754619066499815,106.6830284374967
Ký túc xá giá rẻ quận 5 750k/tháng bao trọn gói,0.7000000000000001,07/06/2021,30.0,"239 Đường Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",10.754141557000025,106.68229944600006
"Phòng trọ giá rẻ diện tích 16m2, giá 2tr5 tại 637/9 Đường Trần Hưng Đạo, Phường 1, Quận 5",2.5,01/10/2021,16.0,"637/9 Đường Trần Hưng Đạo, Phường 1, Quận 5, Hồ Chí Minh",10.75578673800004,106.68471951900005
Cho Thuê Phòng Trọ KTX Giá Rẻ Cao Đạt Quận 5,0.7000000000000001,17/04/2021,30.0,"239 Đường Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",10.754141557000025,106.68229944600006
"Cho thuê lầu 1, ban công lớn, dt 30m2. Ko chung chủ tại Cao Đạt Quận 5",5.0,09/11/2021,30.0,"Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",10.754179843971503,106.68225900251306
"Trọ 6 triệu/tháng tại Số 6 Nguyễn Biểu, Phường 1, Quận 5 ngay cầu Chủ Y, diện tích 25m2",6.0,01/06/2021,25.0,"Số 6 Nguyễn Biểu, Phường 1, Quận 5, Hồ Chí Minh",10.75244097600006,106.68413599200005
"Phòng trọ giá rẻ Trần Hưng Đạo, quận 5",2.5,26/02/2022,16.0,"637/9 Đường Trần Hưng Đạo, Phường 1, Quận 5, Hồ Chí Minh",10.75578673800004,106.68471951900005
"Cho Nữ thuê phòng ngủ xinh xắn tại 19 Nguyễn Văn Cừ, Phường 1, Quận 5",4.5,14/02/2022,40.0,"19 Nguyễn Văn Cừ, Phường 1, Quận 5, Hồ Chí Minh",10.754378788000054,106.68631258500005
"Cho thuê nhà trọ giá rẻ tại 70B Đường Trần Bình Trọng, Phường 1, Quận 5. Liên hệ 0327930809 - 0912425726",1.8,28/02/2022,20.0,"70B Đường Trần Bình Trọng, Phường 1, Quận 5, Hồ Chí Minh",10.754461773200463,106.68196767287901
Phòng Rộng Rãi Full Nội Thất Giá Rẻ Ngay Cầu Nguyễn Văn Cừ,4.7,13/06/2022,30.0,"Trần Hưng Đạo, Phường 1, Quận 5, Hồ Chí Minh",10.754735868999832,106.67897102849672
"Cho thuê phòng tại 73/24c Nguyễn Biểu, Phường 1, Quận 5 giá rẻ đầy đủ tiện nghi",2.5,17/03/2022,13.0,"73/24 Đường Nguyễn Biểu, Phường 1, Quận 5, Hồ Chí Minh",10.754267263000031,106.68385566600006
Phòng Riêng - Bếp Riêng - Ban Công - Giá : 4.800.000đ,4.8,02/06/2022,35.0,"Nguyễn Biểu, Phường 1, Quận 5, Hồ Chí Minh",10.754932943027583,106.68401992707629
"Cho Thuê Kí Túc Xá “ Bình Dân” Đường Cao Đạt - Phường 1, Quận 5, Thành Phố Hồ Chí Minh",3.5,29/03/2022,35.0,"Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",10.754179843971503,106.68225900251306
"PHÒNG 2 TR/TH TẠI 818 VÕ VĂN KIỆT, P.5, Q.5",2.0,11/07/2020,15.0,"818 Đường Võ Văn Kiệt, Phường 5, Quận 5, Hồ Chí Minh",10.751264295000055,106.67603813800008
"Cho thuê phòng trọ 75/12 có máy lạnh Nguyễn Văn Cừ, phường 1, Quận 5",4.0,07/06/2022,16.0,"Đường Nguyễn Văn Cừ, Phường 1, Quận 5, Hồ Chí Minh",10.755518763000055,106.68557036000004
Cho thuê Căn hộ dịch vụ 30m2 đầy đủ tiện nghi,5.0,01/06/2020,30.0,"45 Đường Trần Tuấn Khải, Phường 5, Quận 5, Hồ Chí Minh",10.750233294000054,106.67502141900007
"Phòng Quận 5 giá rẻ ưu đãi tháng 8 chỉ tính điện nước còn lại miễn phí Wifi, giữ xe",5.0,17/08/2020,25.0,"10 Đường Nguyễn Biểu, Phường 1, Quận 5, Hồ Chí Minh",10.752519785000061,106.68415237800008
"Cho thuê phòng trọ 75/12 có máy lạnh Nguyễn Văn Cừ, phường 1, Quận 5",2.5,07/06/2020,10.0,"75/12 Đường Nguyễn Văn Cừ, Phường 1, Quận 5, Hồ Chí Minh",10.75564378100006,106.68488321400008
"Phòng trọ Quận 5 full nội thất giá rẻ, ngay cầu Nguyễn Văn Cừ giá từ 4tr5/tháng",4.5,17/11/2020,30.0,"Đường Nguyễn Văn Cừ, Phường 1, Quận 5, Hồ Chí Minh",10.755518763000055,106.68557036000004
"Cho thuê phòng 20m2 wc riêng giờ giấc tự do nhà mặt tiền 31 Trần Bình Trọng, P.1, Q.5. Giá 2tr/th",2.0,10/06/2020,20.0,"31 Đường Trần Bình Trọng, Phường 1, Quận 5, Hồ Chí Minh",10.753133001000037,106.68204587500009
Cho Nữ thuê phòng 18m2 đầy đủ nội thất tại 835/19E Trần Hưng Đạo P1 Q5 giá 3tr/tháng,3.0,04/11/2020,18.0,"835/19E Đường Trần Hưng Đạo, Phường 1, Quận 5, Hồ Chí Minh",10.754179445000034,106.68085357900009
Phòng trọ quận 5 đường Cao Đạt nội thất cơ bản,4.0,13/11/2020,24.0,"239 Đường Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",10.754141557000025,106.68229944600006
Chính chủ cho Nữ thuê phòng có máy lạnh Tại 809/23J Trần Hưng Đạo P1 Q5 giá 2tr và 3tr/th,2.0,22/08/2020,15.0,"809/23J Đường Trần Hưng Đạo, Phường 1, Quận 5, Hồ Chí Minh",10.754773732000046,106.68133257600005
Cho Thuê Phòng Q5 đường Cao Đạt,3.5,25/09/2020,25.0,"188 Đường Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",10.754619066499815,106.6830284374967
"Có việc đi công tác, nên giảm giá mạnh phòng đẹp như ảnh, giáp Quận 5, ngay cầu Nguyễn Văn Cừ",3.9,19/11/2020,30.0,"Đường Nguyễn Biểu, Phường 1, Quận 5, Hồ Chí Minh",10.754932943027583,106.68401992707629
Phòng trọ Quận 5 nội thất tiện nghi có máy lạnh,3.8,17/02/2021,17.0,"239 Đường Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",10.754141557000025,106.68229944600006
Phòng 27m2 - Gần DHSP - Giảm giá Tháng 2 và HD dài hạn,7.5,27/01/2021,27.0,"835/36A1 Đường Trần Hưng Đạo, Phường 1, Quận 5, Hồ Chí Minh",10.754197186000056,106.68063079500007
"5TR5, SỐ 6 NGUYỄN BIỂU QUẬN 5, NGAY CẦU CHỮ Y, 25M2",5.5,07/12/2020,25.0,"6 Đường Nguyễn Biểu, Phường 1, Quận 5, Hồ Chí Minh",10.75244097600006,106.68413599200005
PHÒNG TRỌ GIÁ RẺ CAO ĐẠT TẠI QUẬN 5,4.5,02/03/2021,20.0,"252 Đường Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",10.754056491000028,106.68150046300008
Cho thuê phòng trọ sinh viên Giá rẻ gần trường DH,1.0,15/12/2020,15.0,"15B Đường Nguyễn Biểu, Phường 1, Quận 5, Hồ Chí Minh",10.752940102000025,106.68397487300007
"Phòng trọ đẹp mới, cho Nấu ăn, Giá rẻ,",3.7,25/11/2020,25.0,"78 Đường Nguyễn Biểu, Phường 1, Quận 5, Hồ Chí Minh",10.75515604800006,106.68405864100004
Cho thuê phòng đầy đủ nội thất tại 31/16 Nguyễn Văn Cừ P1 Q5 Giá từ 3tr/th,3.0,20/11/2020,16.0,"31/16 Đường Nguyễn Văn Cừ, Phường 1, Quận 5, Hồ Chí Minh",10.75487833574684,106.68561678802898
"Phòng cho thuê giá rẻ, rộng, gần các trường đại học, cao đẳng, chợ và siêu thị",0.5,27/05/2018,40.0,"70/3 Đường Trần Tuấn Khải, Phường 5, Quận 5, Hồ Chí Minh",10.751101031000076,106.67493923300009
Cho Thuê Phòng Trọ - KTX Cao Đạt Quận 5,3.5,07/04/2021,19.0,"239 Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",10.754141557000025,106.68229944600006
Cho Thuê Phòng Trọ Cao Đạt phường 1 Quận 5,4.0,16/04/2021,22.0,"239 Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",10.754141557000025,106.68229944600006
"Phòng trọ giá rẻ 48 Đường Bạch Vân, Quận 5",2.0,05/12/2018,20.0,"48 Đường Bạch Vân, Phường 5, Quận 5, Hồ Chí Minh",10.751330776000032,106.67401356200008
"Ký túc xá 35m2, giá 650k..239 Cao Đạt...P.1..Q5. ĐT: 0827713456",0.65,28/03/2021,35.0,"239.Đường Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",10.754141557000025,106.68229944600006
"Cho thuê phòng trọ - mặt tiền đường Chiêu Anh Các, Q.5",3.0,10/08/2018,12.0,"Đường Chiêu Anh Các, Phường 5, Quận 5, Hồ Chí Minh",10.752439247688738,106.67591969340316
"Phòng cho thuê Đầy đủ nội thất, giờ giấc tự do Quận 5",4.8,02/08/2018,27.0,"Đường Võ Văn Kiệt, Phường 5, Quận 5, Hồ Chí Minh",10.751365192000037,106.67610697800006
PHÒNG TRỌ 20m2 GIÁ CẢ KHỎI CHÊ VÀO ĐÂU ĐƯỢC,6.5,17/03/2021,20.0,"252 Đường Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",10.754056491000028,106.68150046300008
Phòng trọ quận 5. Ở lâu dài,2.0,26/04/2019,16.0,"Đường Bạch Vân, Phường 5, Quận 5, Hồ Chí Minh",10.751560188672194,106.67497735937665
Tìm nam ở ghép quận năm bao điện nước gửi xe,1.5,18/04/2019,20.0,"Đường Ngô Quyền, Phường 5, Quận 5, Hồ Chí Minh",10.7617868,106.6649874
"Phòng trọ hoặc nguyên căn hộ P.5, Quận 5",3.0,26/03/2019,20.0,"Đường Chiêu Anh Các, Phường 5, Quận 5, Hồ Chí Minh",10.752439247688738,106.67591969340316
"Phòng giờ giấc tự do, như khách sạn, mặt tiền Võ Văn Kiệt gần chợ Hòa Bình",4.8,05/05/2019,25.0,"Đường Võ Văn Kiệt, Phường 5, Quận 5, Hồ Chí Minh",10.751365192000037,106.67610697800006
"Phòng cho nữ thuê, giờ giấc tự do!",2.3,10/03/2019,22.0,"122 An Bình, Phường 5, Quận 5, Hồ Chí Minh",10.752374657000075,106.67236978500006
Phòng trọ cho nữ ở Quận 5,2.0,05/12/2018,22.0,"Đường Bạch Vân, Phường 5, Quận 5, Hồ Chí Minh",10.751560188672194,106.67497735937665
Quận 5 phòng trọ cho nữ ở lâu dài,2.0,22/04/2019,16.0,"48 Đường Bạch Vân, Phường 5, Quận 5, Hồ Chí Minh",10.751330776000032,106.67401356200008
Phòng trọ lâu dài cho nữ ở Q.5,2.0,15/12/2018,18.0,"Đường Bạch Vân, Phường 5, Quận 5, Hồ Chí Minh",10.751560188672194,106.67497735937665
"Cho thuê phòng chuẩn khách sạn ngay trung tâm Q.5, đường An Bình. Giá từ 3.5tr/tháng",3.5,21/02/2020,20.0,"14/7 Đường An Bình, Phường 5, Quận 5, Hồ Chí Minh",10.7501079,106.6738893
Phòng trọ full Nội thất ngay Trần Hưng Đạo Quận 5 ở được đến 4 người,4.5,25/06/2022,30.0,"Trần Hưng Đạo, Phường 1, Quận 5, Hồ Chí Minh",10.754735868999832,106.67897102849672
"Cho nữ thuê phòng trọ 20m2 lầu 1 mặt tiền Võ Văn Kiệt, quận 5",3.0,26/02/2020,20.0,"838 Đường Võ Văn Kiệt, Phường 5, Quận 5, Hồ Chí Minh",10.750498408000055,106.67585533400006
"Cho thuê phòng trọ, toilet riêng, giờ giấc tự do",3.0,21/05/2019,15.0,"161 Đường Trần Tuấn Khải, Phường 5, Quận 5, Hồ Chí Minh",10.752438030000064,106.67380031600004
"Cho thuê phòng trọ tại Quận 5, Tp. HCM. Phòng sạch sẽ, mới, thoáng mát.",2.05,13/07/2020,15.0,"102 ( Lầu 2 ) Đường Nghĩa Thục, Phường 5, Quận 5, Hồ Chí Minh",10.7532518,106.6762285
CHO THUÊ LẦU 2 NHÀ TRUNG TÂM Q5,8.0,26/08/2019,48.0,"68 Đường Trần Tuấn Khải, Phường 5, Quận 5, Hồ Chí Minh",10.750954169000067,106.67475445700006
Phòng trọ Quận 5 12m² mới xây view mát mẻ,3.0,03/10/2019,12.0,"150 Đường Trần Tuấn Khải, Phường 5, Quận 5, Hồ Chí Minh",10.752756916999845,106.67369081899679
Khai Trương Phòng Full Nội Thất Quận 5,5.0,27/06/2022,30.0,"Nguyễn Biểu, Phường 1, Quận 5, Hồ Chí Minh",10.754932943027583,106.68401992707629
Phòng trọ NAM Trần Bình Trọng Quận 5 3tr/tháng,3.0,27/06/2022,18.0,"57/45 Đường Trần Bình Trọng, Phường 1, Quận 5, Hồ Chí Minh",10.753786090000062,106.68168282700009
"Phòng trọ nhỏ Nguyễn Trãi, Q.5, chung chủ, chỉ cho nữ thuê, gần các Trường ĐHSP, ĐHKHTN",2.2,27/08/2020,10.0,"Đường Nguyễn Trãi, Phường 2, Quận 5, Hồ Chí Minh",10.7580634,106.6803131
"Cho nữ thuê phòng quận 5 giá rẻ liền kề ĐHSP, nhà hẽm 119",1.4,13/09/2020,45.0,"Đường Trần Bình Trọng, Phường 2, Quận 5, Hồ Chí Minh",10.7565785,106.6810572
"Phòng trọ Nguyễn Trãi, Q.5 gần đhsp, đhsg, khtn, kinh tế",2.2,07/09/2020,10.0,"Đường Nguyễn Trãi, Phường 2, Quận 5, Hồ Chí Minh",10.7580634,106.6803131
CHO THUÊ PHÒNG TRỌ FULL NỘI THẤT GIÁ RẺ Ở TRẦN HƯNG ĐẠO Q.5,5.5,20/08/2020,30.0,"448/4 Đường Trần Hưng Đạo, Phường 2, Quận 5, Hồ Chí Minh",10.756283023000037,106.68303179000009
Phòng rộng full nột thất gần Trần Bình Trọng Q5,3.0,11/07/2022,30.0,"330 Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",10.753808075000052,106.68038919500003
Căn hộ dịch vụ full nội thất giảm giá mùa dịch phòng đầy đủ tiện nghi,4.0,12/09/2020,20.0,"84 Đường Nguyễn Biểu, Phường 2, Quận 5, Hồ Chí Minh",10.7561024,106.6836146
"Phòng cho nữ sinh viên thuê gần ĐHSP, ĐH Sài Gòn",2.5,21/09/2020,21.0,"239/10 Đường Nguyễn Biểu, Phường 2, Quận 5, Hồ Chí Minh",10.7580038,106.6827417
SIÊU RẺ!!! PHÒNG TRỌ MẶT TIỀN QUẬN 5 20M2,2.5,20/09/2020,20.0,"380a Đường Phan Văn Trị, Phường 2, Quận 5, Hồ Chí Minh",10.755588172000046,106.67721406900006
"HOT!! Tôi cần cho thuê gấp phòng, diện tích: ngang 3, dài 9. giá : 3,6 triệu, LH 0933460012",3.6,26/02/2021,27.0,"119/19/3 Đường Nguyễn Văn Cừ, Phường 2, Quận 5, Hồ Chí Minh",10.757060845000069,106.68425723400009
"PHÒNG TRỌ 18M2 ƯC RIÊNG 684/36 TRẦN HƯNG ĐẠO, Q.5",3.4,01/04/2021,20.0,"684/36 Đường Trần Hưng Đạo, Phường 2, Quận 5, Hồ Chí Minh",10.7554023,106.6780932
"Cho thuê phòng trong chung cư quận 5 giáp quận 1,10,3",4.25,19/11/2020,60.0,"Đường Lê Hồng Phong, Phường 2, Quận 5, Hồ Chí Minh",10.75565976200005,106.67867471600005
"PHÒNG TRỌ AN NINH 684/36 TRẦN HƯNG ĐẠO, Q.5",3.5,09/11/2021,18.0,"684/36 Đường Trần Hưng Đạo, Phường 2, Quận 5, Hồ Chí Minh",10.7554023,106.6780932
"Phòng trọ 25m2 tại 213 Đường Nguyễn Trãi, Phường 2, Quận 5 giá rẻ",3.5,14/06/2021,25.0,"213 Đường Nguyễn Trãi, Phường 2, Quận 5, Hồ Chí Minh",10.756845791999812,106.67734497299676
Chính chủ cho thuê phòng đường Phan Văn Trị,3.5,07/06/2022,25.0,"Đường Phan Văn Trị, Phường 2, Quận 5, Hồ Chí Minh",10.7553124,106.6765449
"Phòng mới sạch sẽ thoáng tại 25/1 Nguyễn Trãi, P.2, Q.5. Giá 3.5tr",3.5,17/11/2021,15.0,"25/1 Nguyễn Trãi, Phường 2, Quận 5, Hồ Chí Minh",10.7556428,106.678209
"Phòng trọ 38 Phan Văn Trị F2 Quận 5 Ngay ĐH Sài Gòn, Giá chỉ 2,8 Triệu/Tháng",2.8,10/02/2022,15.0,"38 Phan Văn Trị, Phường 2, Quận 5, Hồ Chí Minh",10.75753850099982,106.68360049299672
NGUYỄN VĂN CỪ- Phòng Mới Xây Giá Rẻ Gần ĐH Sài Gòn Q5,3.3,07/04/2022,22.0,"Đường Nguyễn Văn Cừ, Phường 2, Quận 5, Hồ Chí Minh",10.758258733000048,106.68393325500006
"Cho thuê phòng đầy đủ nội thất, Thiết kế hiện đại gần Đh Sư Phạm, Nguyễn Trãi, Quận 5",8.5,06/05/2022,30.0,"Nguyễn Trãi, Phường 2, Quận 5, Hồ Chí Minh",10.757684978000043,106.67951132000007
"Cho thuê phòng trọ tiện nghi máy lạnh, khóa vân tay. Giá từ: 2tr6 - 4tr3 ( tùy diện tích và vị trí có bancon, cửa sổ",3.0,08/03/2022,16.0,"462A/4 Đường Trần Hưng Đạo, Phường 2, Quận 5, Hồ Chí Minh",10.756131939000056,106.68269471700006
Phòng cho nữ thuê Nguyễn Trãi Quận 5,2.4,29/04/2021,9.0,"129/35/70Đường Nguyễn Trãi, Phường 2, Quận 5, Hồ Chí Minh",10.7588138,106.6828563
"Phòng trọ 25m2, toilet riêng, có máy lạnh, Nguyễn Văn Cừ Q5",3.6,28/06/2022,25.0,"135/8 Đường Nguyễn Văn Cừ, Phường 2, Quận 5, Hồ Chí Minh",10.75755171000003,106.68434700500006
"CHO THUÊ PHÒNG KTX KẾ BÊN ĐẠI HỌC SƯ PHẠM Q5,1TR7/TH BAO ĐIỆN NƯỚC",1.7000000000000002,13/09/2019,16.0,"129/49A Đường Nguyễn Trãi, Phường 2, Quận 5, Hồ Chí Minh",10.756880852000052,106.67985050100003
"Cho thuê phòng trọ sinh viên ngay trung tâm Sài Gòn, Quận 5",2.5,25/11/2019,20.0,"38/22 Đường Phan Văn Trị, Phường 2, Quận 5, Hồ Chí Minh",10.757982760000061,106.68339552200007
Share Phòng giường tầng kí túc xá giờ giấc tự do,1.7000000000000002,20/09/2019,40.0,"119 Đường Nguyễn Văn Cừ, Phường 2, Quận 5, Hồ Chí Minh",10.757351246999791,106.68477004299669
"Còn 2 phòng Quận 5, Trần Hưng Đạo",4.0,06/11/2019,18.0,"462 Đường Trần Hưng Đạo, Phường 2, Quận 5, Hồ Chí Minh",10.755888052000046,106.68283472700006
"FullHouse-Nguyễn Văn Cừ-Phòng trọ, KTX cao cấp - for SV, NVVP",1.7000000000000002,11/10/2019,35.0,"119/ Đường Nguyễn Văn Cừ, Phường 2, Quận 5, Hồ Chí Minh",10.757351246999791,106.68477004299669
Căn hộ biệt thự mini full nội thất nguyên tầng diện tích 50-60 m2,7.0,29/11/2019,50.0,"119 Đường Nguyễn Văn Cừ, Phường 2, Quận 5, Hồ Chí Minh",10.757351246999791,106.68477004299669
"Cho thuê phòng trọ 18/17 Phan Văn Trị, Phường 2, Quận 5",3.5,30/11/2019,28.0,"18/17 Đường Phan Văn Trị, Phường 2, Quận 5, Hồ Chí Minh",10.758386616000053,106.68366053100004
"Cho thuê phòng trọ Full nội thất đường Trần Hưng Đạo, Quận 5",4.5,17/12/2019,18.0,"488 Đường Trần Hưng Đạo, Phường 2, Quận 5, Hồ Chí Minh",10.752126907000047,106.65757278800004
"Cho thuê phòng 12m2 tại 474/4 Trần Hưng Đạo, P.2, Q.5. Giá 2tr/tháng",2.0,27/02/2020,12.0,"474/4 Đường Trần Hưng Đạo, Phường 2, Quận 5, Hồ Chí Minh",10.756081277728752,106.68233395107993
CĂN HỘ CHO THUÊ QUẬN 5_119 NGUYỄN VĂN CỪ,6.0,04/01/2020,40.0,"119 Đường Nguyễn Văn Cừ, Phường 2, Quận 5, Hồ Chí Minh",10.757351246999791,106.68477004299669
"KTX SINH VIÊN DÀNH CHO NỮ, KHÔNG TÍNH PHÍ XE MÁY, CAM KẾT 1.7 TRIỆU KHÔNG PHÁT SINH Q5, HCM",1.7000000000000002,24/12/2019,30.0,"119 Đường Nguyễn Văn Cừ, Phường 2, Quận 5, Hồ Chí Minh",10.757351246999791,106.68477004299669
Cho thuê căn hộ mini Q.5 giáp Q.1,6.0,07/05/2020,25.0,"120/23 Đường Trần Bình Trọng, Phường 2, Quận 5, Hồ Chí Minh",10.757724246000066,106.68155635200009
"Căn Hộ Chung Cư Nội Thất Cao Cấp Quận 5, Nguyễn Trãi. Giá Siêu Hot",5.0,07/06/2020,25.0,"129 Đường Nguyễn Trãi, Phường 2, Quận 5, Hồ Chí Minh",10.757757383999829,106.67950463899673
"Căn Hộ Nội Thất Cao cấp Nhà Mới Xây Nguyễn Trãi, Quận 5 Bạn Sẽ Là Người Bóc Tem",4.5,18/06/2020,20.0,"129 Đường Nguyễn Trãi, Phường 2, Quận 5, Hồ Chí Minh",10.757757383999829,106.67950463899673
Cho thuê phòng có gác giá rẻ - 3.5tr (còn thương lượng)- 0909109891,3.5,17/06/2020,16.0,"Đường Nguyễn Trãi, Phường 2, Quận 5, Hồ Chí Minh",10.7580634,106.6803131
"Phòng cao cấp ngay trường đh Sài Gòn. 448/4 Trần Hưng Đạo, P2, Q5",5.5,27/06/2020,24.0,"Đường Trần Hưng Đạo, Phường 2, Quận 5, Hồ Chí Minh",10.755736867000053,106.68231369000006
"Q.5, ngay CẦU NGUYỄN VĂN CỪ , ĐỦ NỘI THẤT, CHO THUÊ PHÒNG RIÊNG HOẶC Ở GHÉP: 1.6 TR/ THÁNG",1.6,07/08/2020,20.0,"Đường Nguyễn Trãi, Phường 2, Quận 5, Hồ Chí Minh",10.7580634,106.6803131
"2' đi ĐH Sư Phạm Q5 - An Dương Vương(ở liền được, full tiện nghi, nội thất)",6.0,04/03/2022,28.0,"Đường An Dương Vương, Phường 4, Quận 5, Hồ Chí Minh",10.7595051,106.679212
"Phòng cực rộng view đẹp, hẻm ô tô vào tận cửa Trần Hưng Đạo, Quận 5",5.0,18/08/2020,35.0,"448/4 Đường Trần Hưng Đạo, Phường 2, Quận 5, Hồ Chí Minh",10.756283023000037,106.68303179000009
Phòng trọ cho nử thuê giá rẻ bèo đây mại dôô. Gần nhiều trường Đại Học,1.5,25/07/2020,8.0,"Phường 2, Quận 5, Hồ Chí Minh",10.756225848000042,106.68095815000004
KHAI TRƯƠNG 10 PHÒNG TIỆN NGHI NHƯ HÌNH QUẬN 5,5.0,13/08/2020,27.0,"448/4 Đường Trần Hưng Đạo, Phường 2, Quận 5, Hồ Chí Minh",10.756283023000037,106.68303179000009
CHO THUÊ PHÒNG GIÁ SINH VIÊN GẦN ĐH SƯ PHẠM,6.0,04/03/2021,50.0,"341B Đường Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",10.763464845000044,106.67867603200006
"Cho thuê phòng Trần Phú q5 gần ngã sáu,1trieu3thang có chỗ để xe wifi miễn phí giờ tự do tiện ở 1 ng",1.3,10/03/2021,6.0,"Đường Trần Phú, Phường 4, Quận 5, Hồ Chí Minh",10.761799407868526,106.67828542390009
"Cho thuê phòng cao cấp Q.5 (đối diện KS 4* Equatorial), giáp Q1, Q3, Q10",4.7,30/03/2021,20.0,"327/49 Đường Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",10.762780552000038,106.67869771200009
"Phòng cho thuê trong nhà dạng chung cư mini, 312/1 An Dương Vương, Q.5",4.5,23/04/2021,18.0,"312/1 Đường An Dương Vương, Phường 4, Quận 5, Hồ Chí Minh",10.759901915000057,106.67984094000008
"Phòng trọ tiện nghi, toilet riêng, giờ tự do, k chung chủ- Quận 5",3.5,22/02/2021,20.0,"15 Đường Trần Chánh Chiếu, Phường 4, Quận 5, Hồ Chí Minh",10.7520032,106.6529057
"Phòng 25m2, đẹp đầy tiện nghi sử dụng, ngay Trần Hưng Đạo, Q.5 giá 4tr",4.0,27/03/2021,25.0,"Đường Trần Hưng Đạo, Phường 4, Quận 5, Hồ Chí Minh",10.7521406,106.6628874
Căn Phòng Mới Siêu Đẹp Đường Trần Phú Quận 5 - Giao An Dương Vương,4.5,19/05/2021,25.0,"87 Đường Trần Phú, Phường 4, Quận 5, Hồ Chí Minh",10.761202260999827,106.67773281499676
"Phòng Full nội thất, có BAN CÔNG, gần cầu Nguyễn Tri Phương",3.7,19/03/2021,26.0,"5 Đường Nghĩa Thục, Phường 4, Quận 5, Hồ Chí Minh",10.7527759,106.6757799
"Phòng Trần Bình Trọng Quận 5, có bếp riêng, sân thượng",4.0,01/06/2021,25.0,"Đường Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",10.760991037618478,106.6796894984929
"Phòng full nội thất mặt tiền 55 Đường Hùng Vương, Phường 4, Quận 5",4.0,14/11/2021,25.0,"55 Đường Hùng Vương, Phường 4, Quận 5, Hồ Chí Minh",10.762988955000026,106.67773486000004
Cho thuê phòng full nội thất ngay trung tâm,4.0,20/10/2021,25.0,"Phường 4, Quận 5, Hồ Chí Minh",10.761835308000059,106.67858032200007
